participant_id,created_at,demographics,runs,has_run
PmjLwsFhjjhg42sukhjhfCpaHdP2,2025-12-11T17:08:26.823000+00:00,"{'age': 28, 'clarityNow': 7, 'screenTime': 1, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
Pyg6o0aejVfst3fJAV0xlbThNQC3,2025-09-02T22:44:49.899000+00:00,"{'age': '54', 'screenTime': '8', 'flow': 'Rarely', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Rarely'}",1.0,True
Q4M8UuK2A1fKC4nLJUDsQ9qqykz1,2025-12-11T02:03:11.178000+00:00,"{'age': 20, 'clarityNow': 10, 'screenTime': 4, 'flow': 'Occasionally', 'psiPossibility': 'No way / Impossible', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
QpVlhYt9A2gGktYL3BihxpauN3N2,2025-09-01T01:15:46.728000+00:00,"{'age': '58', 'clarityNow': '2', 'screenTime': '3', 'flow': 'Occasionally', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Sometimes'}",1.0,True
R5z46WrPwtbxut3o5fESlJx6yfa2,2025-12-10T01:56:28.503000+00:00,"{'age': 25, 'clarityNow': 6, 'screenTime': 3, 'flow': 'Occasionally', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Not sure / Self-diagnosed'}",,
Ra1wp1DzsUgQaRJG4Qw3oSj8ruY2,2026-01-21T21:46:20.099000+00:00,"{'age': 45, 'clarityNow': 2, 'screenTime': 4, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'diagnosis': 'Yes', 'autism': 'No', 'meditation': 'Occasionally', 'scrolling': 'Frequently', 'gender': 'Female'}",,
SoU7qCtYLBTGLDIIY3hnUJfyLDA2,2025-09-16T21:29:13.439000+00:00,"{'age': '59', 'clarityNow': '2', 'screenTime': '10', 'flow': 'Occasionally', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",1.0,True
TFUVkBG60feAoUO7aN3acWZy6Ur1,2025-10-30T23:10:45.770000+00:00,"{'age': '108', 'clarityNow': '8', 'screenTime': '1', 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Yes'}",1.0,True
TSJ5ym5VnzgX9zECInW4Qm71jDu2,2025-11-25T21:12:54.527000+00:00,"{'age': 59, 'clarityNow': 3, 'screenTime': 2, 'flow': 'Rarely', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Male', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Rarely', 'autism': 'No'}",,
TXO7dg7U12XXwHpEmU9cvigzfRb2,2025-12-22T17:45:07.850000+00:00,"{'age': 31, 'clarityNow': 4, 'screenTime': 3, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
TbGhOgxIl5RDS0jzNPd1w7YPezD3,2025-12-23T16:41:08.796000+00:00,"{'age': 21, 'clarityNow': 9, 'screenTime': 3, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Rarely', 'autism': 'No'}",,
TqrCvBskDngkIWhl2ItfZntTsr52,2025-12-26T05:25:21.446000+00:00,"{'age': 20, 'clarityNow': 8, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
TyjQenJlSVg4HFopDj3i6AiFbwu1,2025-12-29T19:36:53.624000+00:00,"{'age': 20, 'clarityNow': 6, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'Not sure / Self-diagnosed'}",,
UD8ZhW8elDM3XCzmtzhMfK6k9Bo1,2025-12-14T13:10:34.733000+00:00,"{'age': 24, 'clarityNow': 7, 'screenTime': 3, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Nonbinary', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
UVqDMkYRw3XHMNvCYVuJjueYXRm1,2026-01-21T19:47:03.651000+00:00,"{'age': 27, 'clarityNow': 3, 'screenTime': 8, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'Yes'}",,
VCgFMoSkUjO7A4ogYfjGsHY4Xgf1,2025-12-25T18:13:16.515000+00:00,"{'age': 27, 'clarityNow': 6, 'screenTime': 4, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': 'More than 2 hours', 'diagnosis': 'No', 'autism': 'Not sure / Self-diagnosed', 'meditation': 'Rarely or never', 'scrolling': 'Sometimes', 'gender': 'Prefer not to say'}",,
VK4JwxlXyCNtJ2xvABiKqWuSqxB2,2025-12-10T17:15:34.420000+00:00,"{'psiBelief': 2, 'clarityNow': 8, 'screenTime': 2, 'age': 29, 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Male', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
VtdKzV9v1MZLauMPt7x7gOZzcTx1,2025-12-15T20:15:13.873000+00:00,"{'age': 37, 'clarityNow': 7, 'screenTime': 3, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'Yes'}",,
VveQ0WWqbAWrExTVhbUFhlJd0K53,2025-10-13T22:11:59.708000+00:00,"{'age': 101, 'clarityNow': 2, 'screenTime': 7, 'flow': 'Rarely', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",,
WKdyYYBDKNUoQPwdmsXZ47o9NA02,2025-12-09T21:19:18.205000+00:00,"{'age': 28, 'clarityNow': 2, 'screenTime': 4, 'flow': 'Occasionally', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
XLG2p4ph9pgj4GEsVBhn6dhpV752,2025-12-25T22:11:38.799000+00:00,"{'age': 21, 'clarityNow': 5, 'screenTime': 6, 'flow': 'Occasionally', 'psiPossibility': 'No way / Impossible', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Rarely', 'autism': 'No'}",,
XtFvgVxc8zdxZhtMHwkHz3FtHGU2,2025-12-09T04:39:22.411000+00:00,"{'age': 30, 'clarityNow': 5, 'screenTime': 3, 'flow': 'Occasionally', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
YPPx1tgbwbQdcLUEArbscBukVth1,2025-11-25T15:22:06.787000+00:00,"{'age': 58, 'clarityNow': 7, 'screenTime': 12, 'flow': 'Rarely', 'deepWork': '1–2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'No'}",,
ZGCNfpblrJgyCTcyPOFB6eFNRhZ2,2025-10-14T23:41:31.100000+00:00,"{'age': 18, 'clarityNow': 3, 'screenTime': 8, 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Yes'}",,
ZoV2VRPDEnRQsUOfpvxPxNd1Qm72,2025-09-16T04:09:09.721000+00:00,"{'age': '59', 'clarityNow': '2', 'screenTime': '11', 'flow': 'Occasionally', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",,
ZqIiymYOhIfWmhZzHCxlPA5sUCn2,2025-12-15T18:58:43.222000+00:00,"{'age': 34, 'clarityNow': 7, 'screenTime': 4, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Rarely', 'autism': 'Not sure / Self-diagnosed'}",,
Zt114uZnI5gkBt7Iqv3YsEEXkz32,2025-12-17T02:51:07.209000+00:00,"{'age': 23, 'clarityNow': 3, 'screenTime': 6, 'flow': 'Never', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Nonbinary', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Not sure / Self-diagnosed'}",,
ZunDK3l44Ch1PIFgMCIk2Ljlj5q1,2025-12-28T12:29:06.676000+00:00,"{'age': 29, 'clarityNow': 9, 'screenTime': 5, 'flow': 'Often', 'psiPossibility': 'No way / Impossible', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Not sure / Self-diagnosed'}",,
ZzYpG16pOSg4DZta5V2u7sG5XJH2,2025-12-16T07:46:54.762000+00:00,"{'age': 35, 'clarityNow': 3, 'screenTime': 6, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'No'}",,
aA6fwp5sEWUlShLqGloOlCychfc2,2025-12-29T08:40:28.012000+00:00,"{'age': 21, 'clarityNow': 9, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
aGNBYElYV8UKzh7IN3L6Tqf7OYy2,2025-12-18T13:11:46.217000+00:00,"{'age': 40, 'clarityNow': 8, 'screenTime': 2, 'flow': 'Occasionally', 'psiPossibility': 'No way / Impossible', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
aI8HMwoXDZYB1E3hJikVbpNPvyo1,2025-12-15T20:18:39.715000+00:00,"{'age': 36, 'clarityNow': 7, 'screenTime': 12, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'diagnosis': 'No', 'autism': 'Not sure / Self-diagnosed', 'gender': 'Nonbinary', 'scrolling': 'Sometimes', 'meditation': 'Occasionally'}",,
aRK2DOTQgwdu8Z2p5le5k3hHWuv2,2025-12-14T04:32:02.585000+00:00,"{'age': 22, 'clarityNow': 2, 'screenTime': 2, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
afe624KUpihCBeQpWYaNifMM16u2,2025-08-31T16:27:43.885000+00:00,"{'age': '60', 'clarityNow': '6', 'screenTime': '8', 'flow': 'Often', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently'}",5.0,True
aj2PSAxOmadGQylCj6000WszNWv2,2025-12-23T04:48:52.465000+00:00,"{'age': 34, 'clarityNow': 7, 'screenTime': 2, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
bAPCMH5yZaakKYcafgqybX42Ctk2,2025-12-14T01:47:05.122000+00:00,"{'age': 26, 'clarityNow': 6, 'screenTime': 5, 'flow': 'Often', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
bM8CGslyOyYJ7v0kfuNNEkVLJNl2,2025-12-28T11:32:40.198000+00:00,"{'age': 27, 'clarityNow': 7, 'screenTime': 2, 'flow': 'Often', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
byQtQyqDF9SeqYBLwG9FJzTCaew2,2025-12-28T10:59:42.066000+00:00,"{'age': 21, 'clarityNow': 3, 'screenTime': 6, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
cm29OQVl3JMYS5xgRVbRUgalbZO2,2026-01-12T04:26:21.243000+00:00,"{'age': 42, 'clarityNow': 5, 'screenTime': 2, 'flow': 'Often', 'psiPossibility': 'I am skeptical', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
dJYJV9tEr3RSuTvgyqDUzSWjSDu2,2025-10-03T03:59:00.978000+00:00,"{'age': '59', 'clarityNow': '2', 'screenTime': '9', 'flow': 'Occasionally', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, daily', 'autism': 'No', 'gender': 'Female', 'scrolling': 'Frequently', 'diagnosis': 'Not sure / Self-diagnosed'}",2.0,True
dLcNVxNwc1hYMyi1pg2EvY41Ld33,2025-12-27T16:27:56.725000+00:00,"{'age': 40, 'clarityNow': 7, 'screenTime': 2, 'flow': 'Rarely', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
dNHH9p6svsPUOst9it7oIkIKpJb2,2025-12-11T03:15:44.151000+00:00,"{'age': 53, 'clarityNow': 9, 'screenTime': 10, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Nonbinary', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
ePVG1JFkkgYaFF5nm9hFvhWvxjH3,2025-12-15T23:59:14.612000+00:00,"{'age': 31, 'clarityNow': 10, 'screenTime': 5, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, daily', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
fGL6CwNuW6c7KpB0UTqubsnNHaA2,2025-12-17T00:59:57.925000+00:00,"{'age': 18, 'clarityNow': 10, 'screenTime': 8, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Yes'}",,
fLFB7LWNHARShaZNTi5VAtSbQkv2,2025-12-15T13:57:57.050000+00:00,"{'age': 26, 'clarityNow': 7, 'screenTime': 5, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'diagnosis': 'No', 'autism': 'No', 'meditation': 'Occasionally', 'scrolling': 'Frequently', 'gender': 'Female'}",,
fmE3i72plBhspxhrfNXtToMZd523,2025-12-24T08:21:21.027000+00:00,"{'age': 22, 'clarityNow': 8, 'screenTime': 1, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': 'More than 2 hours', 'diagnosis': 'No', 'autism': 'No', 'gender': 'Female', 'scrolling': 'Rarely', 'meditation': 'Rarely or never'}",,
fyHqSQOTTWPNCDtghoIoJsWmIx22,2025-12-20T07:54:39.661000+00:00,"{'age': 21, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'No way / Impossible', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
gBT1cVXg7RZcBAP7X7Ljww4Lwv52,2025-12-16T17:34:07.330000+00:00,"{'age': 20, 'clarityNow': 8, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
goT26151HLhxEshrxD1o5ScYuvl1,2025-12-23T13:09:32.426000+00:00,"{'age': 40, 'clarityNow': 5, 'screenTime': 3, 'flow': 'Rarely', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
hwBPGkzt7vXPjOhR6tdRNim0zNq1,2025-11-20T23:20:37.672000+00:00,"{'age': 19, 'clarityNow': 2, 'screenTime': 5, 'flow': 'Often', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'No'}",,
ibEzBrZt0VVT8Xsy8gSNVeljFJx2,2025-10-02T04:59:08.030000+00:00,"{'age': 18, 'clarityNow': 4, 'screenTime': 3, 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, daily', 'autism': 'Yes', 'gender': 'Female', 'scrolling': 'Frequently', 'diagnosis': 'Yes'}",,
iqjy7CA7AKYgwFCXNIUroprEoMY2,2025-11-25T17:34:51.612000+00:00,"{'age': 59, 'clarityNow': 7, 'screenTime': 10, 'flow': 'Often', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",,
iwP4NuhwJTgJiOQJ8ahGQh4PfKA2,2026-02-07T14:19:07.040000+00:00,"{'age': 35, 'clarityNow': 5, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Rarely', 'autism': 'No'}",,
jWmnCeeHhqfK2K1DIn16yVzqXKS2,2025-12-30T12:32:31.998000+00:00,"{'age': 21, 'clarityNow': 7, 'screenTime': 9, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
jq53JgOHcvMF7N8ZPZRUKS8Labl1,2025-12-09T20:41:53.028000+00:00,"{'age': 22, 'clarityNow': 1, 'screenTime': 10, 'flow': 'Occasionally', 'deepWork': 'Rarely or never', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'Not sure / Self-diagnosed'}",,
jw3wKoijCch0LusF5tED3f6Tgih2,2025-12-16T04:22:22.475000+00:00,"{'age': 41, 'clarityNow': 6, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'No'}",,
jyyg029jDNPeJ16Oj5VIYUe2uBz1,2025-12-14T13:01:23.286000+00:00,"{'age': 23, 'clarityNow': 6, 'screenTime': 9, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
kyySq1FcFNbvZPfQc0DDVGeRRFg1,2025-12-15T05:40:01.443000+00:00,"{'age': 37, 'clarityNow': 4, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'No'}",,
lAOwfPgNVthGgDcXLCBUdwVxXoM2,2025-12-14T11:13:15.966000+00:00,"{'age': 36, 'clarityNow': 3, 'screenTime': 3, 'flow': 'Never', 'psiPossibility': 'No way / Impossible', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
lAdms0X8zzgHFFLjQytfAJ9EVEA3,2025-12-11T23:47:06.264000+00:00,"{'age': 27, 'clarityNow': 3, 'screenTime': 2, 'flow': 'Never', 'psiPossibility': 'No way / Impossible', 'deepWork': 'Rarely or never', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
lPcFRjP9RLT7iyEcYy8mMCyL6Vp2,2025-12-20T17:45:20.159000+00:00,"{'age': 22, 'clarityNow': 9, 'screenTime': 4, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
lvxRF9eLIgZfHLH2NDGCibX6krB3,2025-12-30T10:38:12.455000+00:00,"{'age': 20, 'clarityNow': 10, 'screenTime': 2, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Rarely', 'autism': 'No'}",,
mZDjuHWZBEQlJQzrO2IsPWoKmlw2,2025-12-26T19:59:36.646000+00:00,"{'age': 22, 'clarityNow': 10, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
mlOBXQuPeSR1ftTfDxeVTriF3DG2,2025-12-23T05:24:00.705000+00:00,"{'age': 21, 'clarityNow': 6, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'diagnosis': 'Yes', 'autism': 'No', 'meditation': 'Yes, a few times per week', 'scrolling': 'Frequently', 'gender': 'Female'}",,
mrFCBhSiOhaLxu5qgl69HkhohWs2,2025-12-13T18:59:15.066000+00:00,"{'age': 31, 'clarityNow': 3, 'screenTime': 5, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Not sure / Self-diagnosed'}",,
msqMAbwikTh6v0ZEDg4m2MNwmpA3,2025-12-19T09:42:32.015000+00:00,"{'age': 49, 'clarityNow': 6, 'screenTime': 2, 'flow': 'Rarely', 'psiPossibility': 'I am skeptical', 'deepWork': 'Rarely or never', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Rarely', 'autism': 'No'}",,
n8nGQ7zqhPP8Y4orhMVUou01syX2,2025-12-20T18:46:39.415000+00:00,"{'age': 18, 'clarityNow': 6, 'screenTime': 2, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
nCAXtvqQqwdP1jBnquTNbtm0Dcv2,2025-11-20T23:20:33.358000+00:00,"{'age': 18, 'clarityNow': 5, 'screenTime': 6, 'flow': 'Occasionally', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
ocK3rx3Cl8cAXWtJoqtuk8kxkcY2,2026-02-10T18:03:48.779000+00:00,"{'age': 30, 'clarityNow': 3, 'screenTime': 7, 'flow': 'Rarely', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'Not sure / Self-diagnosed'}",,
puvpskzOuJPtDVUBR6O5GpiNWF53,2025-12-02T17:45:16.606000+00:00,"{'age': 59, 'clarityNow': 2, 'screenTime': 3, 'flow': 'Occasionally', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",,
q6x8Iek7xAcayRdJez18t0QKT613,2025-12-15T21:07:55.449000+00:00,"{'age': 59, 'clarityNow': 3, 'screenTime': 4, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'No'}",,
q8dhTt7mmjOzDImdvmFdcSyAvcn2,2025-09-23T16:01:55.282000+00:00,"{'age': 59, 'clarityNow': 6, 'screenTime': 11, 'flow': 'Occasionally', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, daily', 'autism': 'No', 'gender': 'Female', 'scrolling': 'Frequently', 'diagnosis': 'Not sure / Self-diagnosed'}",,
qU0QBkJVcQVxLfOMOLwHLfrbEQn2,2025-12-15T18:40:49.187000+00:00,"{'age': 36, 'clarityNow': 3, 'screenTime': 12, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
