sitting_id,started_at,block_idx,provider_actual,assignment_bit,subject_gets_first_half,hits,demon_hits,n,bits
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,4,outshift,1,true,71,71,150,1010010110100010010000100111000101111110011110001011001100110110011110011101110101101101001010000110000011011000001100111111001010101001111011111110010000110001101001100100010101011111110100100111111100011110011001111011111011100111110001010001100100010101010001110010100110011000010111100101010110100
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,5,outshift,1,true,75,81,150,1000100000000011101101111100000111110100011101000100001001000111011101011000011011011101010101101101001100110100111111010010110111110111101000001001000100000001100111011100000100000011101010101011110110101110010000100101110011010000100110010001101101110111011100011000011011100000010010101100011010001
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,6,lfdr,0,false,73,65,150,0111110000001110101011110000110110111110101001110001100101000111110110011001011101101100111011110001100111110110001111111100000101110101110100010101000010011110111110010011001010010100111111011110111110100111101100011100010001010111011110010100100110010000011000100010001110000101110101100100001110010
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,7,outshift,1,true,63,69,150,1110000011110011110110110110010001101001011011110010111110000110001000001001111110101101110010000110011110010001111010010011110111111111010111011111011011100101101111101000010101110110010000010101110100101001001011010011000101110101101010111001010111001110111110110001100101011110100100111011000101110
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,8,outshift,1,true,78,72,150,1100110100110010011000001001100101101010011001110111010010110011100100010001111101101011000100001101110010010101100000001101110110001110001101011100010100001010011100010000100111000111011000111010100001101011001111000011111001001011011011110111110111011111011110100101001010001110001001000011111001000
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,9,lfdr,0,false,74,79,150,0100000001011000101010010110100100111010101011010010111110111000000001010101101010101100110001001010101001011100011111011101111010001001100111000100000101000111101000000101111110100010111001010101010111100111100111101011100101010010011100110101001101101111110010000011010000000110010011011110000000101
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,10,lfdr,0,false,80,76,150,0111010110010011000010111011010011111111101010000111110010110000000000111111001001101000001100011000011001011001111001001010000100111110011100100000111001001011100000011001010001110101010100110000011000110100001010101101101101010000100000101111010000101110001101111011000011010101001100101101011111001
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,11,outshift,0,false,63,87,150,0100111100000101011101001011101110010001010110110100001100100010110010000100010010010110011001110000001010100011001100011110000100100001101000000100011000011110101001111101111001001111101000110101001101111111001011000011101000101010110110111010111101101110010111100100001111011001001011010100101111011
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,12,outshift,1,true,77,78,150,1000100111011110101100101100111010010100001111011100110011001011001111011011111001011001001011010000110100111100100110101000100110011000101000000001000000001111100101010110111110011110010101101101001100100010100010111011111110110110001101001011000011000000110001011000001101110101000000000110011001001
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,13,outshift,1,true,81,74,150,1101100001011010100010101110001010101000101010011011111110011101110000000010000011000101011001010100000001111111000011111001011010000100100000011101110110010011110001000111110010100101010111111010100110011010100000101101001000100101110110001100101110001110011011111001111101011100000000100110100101001
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,14,outshift,0,false,69,73,150,0001111111011110000001100000110010000100111111111010111001000001101011111101110010011101010100011000001111101000100101111001000100110100011101001111000001010100101101011011000000110001100111010111011100101001110101011001100000111110011010101101101001100111101000010111111101000111010011000110011111011
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,15,lfdr,0,false,69,71,150,0011010000100000100011100011100111010110001110011110110110111100111001101111110100111110111000000111110101110001110101101001001010101010100111000010000001110101010100111100011010011111111010011101101100100110100010100010111111111001001011100110111100000111101101001101100010110101100010001100001000111
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,16,lfdr,1,true,75,71,150,1110110000001110110111010011110110000010010001100011110010110101011000101100001000110101100110111011011100100000111001000100111101100010011110111011000100101100111101011100111010000111111000010110110010110111010110101001001101101101011000010111110111100000010111100001101111000101100101100000110110000
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,17,lfdr,0,false,80,67,150,0010100111110110101010110010100110100100010001010010100011111111011001110010111001101001100101100010000100100111011101010111101111111111101001011001011011000001010110010100100000101001111010000001111110110110010111011001100101110001000100100110011011000011010111110110010101101000001101000001010110010
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,18,outshift,0,false,76,66,150,0110101001000100111101011111100100000111101000110010010100101111011001011111101110001011110110010011000000111010110010000101110111111110111011000110111111101011000010010001000111110011000000111111001110110010100111111100001100110100010011010011001001000010111011010100011111110010001110000101001110000
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,19,outshift,0,false,80,77,150,0110110000101110010110001101010000010101001011110010100001001111001010110001011110111000101100011100100101010110000100111111001011100111001010010101000101110000010000100110000100010111111100001100011110010111110101000001011101010000010000101110011101100001100110001010101010111011001100001011110001100
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,20,lfdr,1,true,81,67,150,1011000011010000000011011000110010100000010011100111100001010010011111001011001010110000011001100111101010101110010011100010110001100101101110110110000100000110101001001000111101111001010111001111101011011101101111010000101100110001010100001100101111101111100110101010011011010111101000001110110110101
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,21,outshift,0,false,67,86,150,0100100001001010001100101100111000011100000110001100100011001010111010010001101100001011111100100001111100000110010100000001011000100001000111110110001111101001010110111100101101011110110111100001011101101110101100011001001000111011010011010101101100101010011010110000001111111011001101010011100101000
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,22,lfdr,0,false,78,75,150,0011101000011011100110010001000111011100111101000100001010000111100011010110101011001000101111101101010010000110100110110110111010110010100010010110101000010100011110110110111011001100100101011010001101110001110000110111000001000000100000010011010111010101100101110011010110110000001010011111110110010
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,23,outshift,0,false,76,82,150,0011000000010111010111110101000011100001101000010001011110100100101010001011101100100000101000011101100011011000001100000001110111011001000010101110111000001111011010000000000100100000111100100000000101111101001111001010001110110010110011111111011110001110000000100111110111001110011011001111001011010
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,24,outshift,0,false,81,69,150,0101001101000001111101100101000010110101100101101011001001001101011001111111000000111101110010011011101100011101101011111001001111100000011011001111100000000111111110000000011100001010100110111101011101011100010110001001100110111100100100101100101110100001110001111011000010000100000110000101001100101
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,25,outshift,0,false,70,75,150,0110101100010111000001101101101001001111100011100010011010000111000001101001000100111101010010010001111100010001100101001011110100111001111010111001110110010100100000100111110001000110111001101111100110110001001110111101010010001101101101010110010101010010110101101011001111011011111000101000011010011
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,26,lfdr,1,true,80,68,150,1010110001011010010110011010000000111100110100101100001001111010100110111001101100100010001001000000100001010101011000110100110111001111001100001111101001111111110011111101010001100100010011001111001010000001001101111110000011110110010011000110010100001110101110111101111100011010011011011001110010110
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,27,outshift,1,true,74,82,150,1000100010000110000011111000110001110111100011101110011100000110010011111111000011110100011000111110000110101110001011010101110001110101011001001110100110111100000100100001110110110110100001110110101000111000110001010000000010000000001010000101110010010110010111011011010001111011011001100100101111000
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,28,lfdr,1,true,79,72,150,1010010111110111001110001000100000000100000010001001000111111111001101100000010011101010011101110010001011010101001101110011010110101100110011000111000001101100111111110011001011110101001101011001111101100000011110101001000101111010010100110001010111010000001110010110100100010101101111101010010000101
pv_1787208919049_85e7a5,2026-08-20T06:55:19.049Z,29,lfdr,1,true,71,72,150,1101101101110010010110001110000111110110101011010111111000001100101111111010100100011010110100100100011100011100100101111011010111010001000001010010101101010101001001110011100110110100100011111000011111011000001010100110100110100001010010110110011101011100110011011010001001111001001111101100100111010
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,0,outshift,1,true,66,73,150,1010111101101000001111000001100100011111111110100000111110111011000100101011100011000100100010011011110010101001111111111111100101000110010100111111101111010001001101110100111001000001010011001010011011111011011011010000100110100011101100100000111101100001001101110100110101001100101010010111011100111
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,1,lfdr,0,false,74,73,150,0110010110100001101101010111011101000010100101101100110011100100000000000100111101100011011111111011011011010101001000000001011011011111001010101110011001001111011101000011111001011100101001111001001011110110000111001001101100100010110101001100100010100011101010001000000110100111110111000111000110111
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,2,lfdr,1,true,82,78,150,1000010010111001110000100010101001100011100001101010011101100100101111001111011011110010001011000110000100000001010111011000101110001000111011000000101100011111001000010111001110111001001011010111011000011000101111011000011001011111001100001001111110000110000001010011000110010000101110110100100010100
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,3,outshift,0,false,70,77,150,0000110000010000111101001101100001010101010011111011100011100011001001111111000011111001000110011010101011001100100001100111001010000100101101100111100011011101100111001000110110011100110110011010100011110000010101011110010100101110111001111000010000000110010011001011011111010001111110110111011100010
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,4,outshift,1,true,71,71,150,1010101111101111010000111000101110001011010010111010000101001111101101010011000111110001000001001100111110111010010101001000110011100111100100111011010011110011100101100001101101111001100111010101111000100011000100101101011111000101100010111101010011011001100001100001000111010101111010010111100010110
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,5,lfdr,0,false,76,78,150,0100100000100111100101101101001001110011010111111010001100111000110001111100100010100101000010100010100100001101010101011111110101100110010010101000100100101000101000111010100000111000100101111011111101000001001010111011101110000111101100011110110110110010100101100010101100100010111001110010010000010
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,6,outshift,1,true,78,71,150,1000011111101101101100010000100110000011111000001000001110110010001100100100000111111000000010000011110110111001111000011001111111100001010101110101101011101110011000100011111010101010000001111011111101101000110110010011100111100110111010000101001011101001110000010111111010100001111101101001000001010
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,7,outshift,0,false,72,73,150,0111111011010010111111100100000110010101010001010000010100010010111111011101111100101010111010100000110011000001001000110011001010111000101101100111101011000101011011111011111011000100011111010001100011101001111001011111000000110000100101000110011010111000010111110110011001001000000110111010111011001
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,8,outshift,1,true,71,68,150,1111101001001011110111011011010110000001100101010101010100010001101010000111011101010110011010101100011011110011001110000001100100011111111000111110010111000000101001101110111101000111111001100001001101001010111100100011111100001100010111101001101110010101101001100011000110110100111101010111101011110
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,9,lfdr,0,false,69,74,150,0000000000011101001011000110111001100111111101110000010100010100000011001110110000100101111111111001001110100011100110001110111101011100011110110100001111010100100111110101111110110010011101000011111111111000100001010101001110000101110010000011011011010110101101011001011101110110110100100001000011100
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,10,outshift,0,false,78,80,150,0111100100011100001001110001110111000101010000011000001111101100100010010111000110011001010101001010011000001100001110111110010001010010011110010101001101110011001110010111001000110000010000111101101100111011101000010100110101100100011101010011000110000100001110101010001001110011011001011001011011000
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,11,lfdr,0,false,73,69,150,0110010010111000001011000111010001100110001000011110011110010001101110110000010100110011100111100110010011001111111010011010011011111111001110101110101001000100010111111000101111000001011010000011111101010011001111011110110011101110000111111110001011001101100110110111010001100110000000100000101010011
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,12,lfdr,0,false,76,69,150,0010100001010110001011001000110101000111111100011011001111111001001001111010101110010001101110100011000011001101100111111011010000110011011110011101101011111011011111110001001010001110101101000010011110000010100000100001101101111010100110100001101000001011111100001100001010000010111110110111100101001
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,13,lfdr,1,true,84,74,150,1001110001011010100101000001000101010011101001000110011110100010100000100100000001011010100011100010010111100111101110100001010010011010001000101111110111001101101001100000001010111101100011111110000010100101001010110101000101110100110101011111100000000000001111010101111011100011011111101100110000010
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,14,lfdr,1,true,72,81,150,1100001010010101011101000001011100100000100000111110010101111010111010010111111000111110010111011101010111011101110010110100011100000101100011101001001101010000100001010000111001111001111100001101000100011100100000001101001010101011110010100100110001001001001111110100010011010100110100111010110110001
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,15,outshift,0,false,74,76,150,0011011010100111001110011000101110111100000101000010001111010110110001010100001011100110000111111101001011010000101111001010000010110011110000101001101101101000001011111011101011011111110111011000001010010011000010000110001111010110000001000000011011110100000110010110010010010010110111111101111010101
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,16,outshift,1,true,79,78,150,1010010111010000101101000010100011001100101101001101010101010101100111000110010111000011110011100101101001011010100001111110110100010001000101000100011111111001101101101000110101101101000011010110011000110001001001111000111010010100001010100101000010001000001101011110001110110010011100101100100010011
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,17,lfdr,0,false,86,71,150,0011000010111010111010010111000101111010101011110011111110111011000100100000110110011101001110011110011101001011000111010010100010000011111100011000100000001110000011100010000101110010011110110010110101100000111111100011100001101000111111100100011010010110000000110100000000100001100100011100100001001
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,18,lfdr,0,false,79,77,150,0000000010101010101111111001110101011101001000111000101110101111011000000011011001110100110010000100011110111011110000110001001000100000101001100111110011010000000010010101101110001111011011011001000100000101111001010110100110101011011011001011101111000000110001101000000110101110011101010000110011000
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,19,outshift,0,false,75,74,150,0101101110011101101000110010010111010111100001111000000111000010110010010111100111100000101101011100001000100000101011110111001101101001000011001101111100100011110111111010110110001001010110100011101000110010000001101101001101011111011000010101101110011000101001000100010110101100011000001010011011111
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,20,outshift,1,true,72,66,150,1010000011110111101011100001101011101101000000111100011110111100001110110100111001001010000100011100001101101011001011001101001111010011011001011010011111001010111110011000100111001011001000111101010111010001011000101010110010010101110110100001111111110010011011100111110110011110110100010111011101000
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,21,lfdr,0,false,69,75,150,0010101010000000000011101000100000101100110100100100000110001111111001101110000110101000001100111111011011010100011110011011111111100101101011101100110000000101000111100001001100111001011101001010111111010000100101000000011101110011111011110011111000011111010110000111001101010110100111110101111110101
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,22,lfdr,1,true,84,71,150,1001011111010100001001000000001101011001000001100000111101100100100101100000100110110100000011011000011001110001010101111100111101011101000101011000001001001000010011111100001111001001110111101111101111010111100100001100001011001110101010110010001100111101010111001011101001100001011000010111100101100
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,23,outshift,1,true,76,84,150,1000000011101010010001100001101110011011000011101000110101111100110010110110110000011100001001011011111010010001111100011010100001101111100011110100100101110101100000000000000010000001110000000011001000010000111000110001000111010101010010100000111001011111111011111110110010110000111011001011001001011
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,24,lfdr,1,true,73,79,150,1001110101110001100010011100010110111010111011001110000011100101011001111010111010110101101101101001000101100010100010101100100101100010001101001101011001000001110010001010010110001111000100001011101100110000010001000011110001010001100101101001111101000101010010111100101111001110010110010111011101100
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,25,outshift,0,false,72,77,150,0010000011000100001000110111000001100010110011110110101110011101100111111110111100001010101001101110000010110010111100011011010000010101110101010000001011110110110011000000110111010110001010010111001111011000010010100110010111010010010000111100011010110110010001011100101111101011111001000011100111100
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,26,outshift,0,false,76,78,150,0111110001010101100101010110111000111100000000010111011100011110100100010111001010010001100000011110001010011101001001110010110100011011001011000100011011010000011010111110101010111100000010100110111000100111001101111000111110100101010100110101110110000011001111000100000111010111001000001011010010100
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,27,lfdr,1,true,80,87,150,1100010011110010100110100110100001000001011011110110111010000100001111001000010010000010101111010100110001000011111000100110111101100100011100001110011111111100100000001000001000011101100010001110001010100110010101010011000101011111000110110000000011001010011100111000011011100000010001100110000000011
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,28,outshift,1,true,90,69,150,1000101111000001001110000000000010101101100000011111101100000001101101001101110010100111001000010110010011000110001100100101010000001011001000000011010100010011001101100111100101011111001111000111100111011001111010111100001111111001101100001110110011011001010111011000000100110000011110101001010010100
pv_1787213731244_a7a929,2026-08-20T08:15:31.244Z,29,lfdr,0,false,78,75,150,0111111101001100000101011100000111100011000011101110110100101000011111100011011101010100111001010010110011100000011110100000110110110001001000111110000101100101001110111101011101100110010111000011101000000001110110011110000010111100110001100001001110100111000101000011011000001100011010000111100100011
